id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
ZzWyY1f8,True,1503540000000.0,1503540000000.0,75,outoftime,white,10+0,avelez8,1724,vincenzo2000,1855,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Ne5 Nc3 Bb4 Bd2 Nf6 f4 Ng6 Bd3 d6 O-O O-O a3 Ba5 b4 Bb6 Be3 c5 Nf5 Bxf5 exf5 Ne7 Kh1 cxb4 Bxb6 Qxb6 axb4 Qxb4 Re1 Nc6 Ne4 Nxe4 Bxe4 Rfe8 Qd3 Rad8 f6 g6 Qh3 Qd4 Qh4 Rxe4 Rxe4 Qxa1+ Re1 Qc3 g4 Qf3+ Kg1 Qxf4 Rf1 Qd4+ Kh1 Ne5 Qh6 Qe4+ Kg1 Qxg4+ Kf2 Qd4+ Ke2 Qc4+ Ke1 Qc3+ Kd1 Qa1+ Kd2 Nc4+ Kd3,C45,Scotch Game,7
3n4poRIX,True,1503590000000.0,1503590000000.0,49,outoftime,white,8+0,cdvh,1724,capito2017,1958,d4 Nf6 Nf3 c5 d5 d6 Nc3 e5 e4 Be7 Bd3 Nbd7 O-O h6 a4 O-O Nd2 Nh7 Nc4 Nb6 Ne3 c4 Be2 f5 a5 f4 axb6 fxe3 Bxe3 a6 Ra4 Bd7 Rxc4 Nf6 Rc7 Bb5 Rxb7 Bxe2 Qxe2 Nd7 Qg4 Nf6 Qe6+ Rf7 Rc7 Ne8 Rd7 Qc8 b7,A43,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,5
xwl41jna,True,1503950000000.0,1503950000000.0,65,outoftime,white,7+2,isachess,1852,roshan_ie,1852,e4 c5 Nf3 Nc6 Bb5 a6 Be2 d6 O-O Nf6 Nc3 e5 Re1 Nd4 Bf1 Bg4 Be2 Nxe2+ Qxe2 Be7 d3 O-O Bg5 Nd7 Bd2 Nb8 Nd5 Nc6 Nxe7+ Qxe7 Qe3 Bxf3 Qxf3 Nd4 Qd1 f5 c3 Nc6 exf5 Rxf5 Re3 Raf8 Qb3+ Kh8 Rf1 b5 Qd5 Nd8 d4 Qb7 Qxd6 exd4 cxd4 cxd4 Qxd4 Qf7 Rg3 Ne6 Qg4 Kg8 Bc3 Rxf2 Rf3 Rxf1+ Kxf1,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
1KbSJtjs,True,1503620000000.0,1503630000000.0,65,outoftime,white,10+0,isachess,1853,tartetatin,1774,e4 e5 Nf3 Nc6 Bb5 Nf6 Ng5 Bc5 d3 O-O h4 Nd4 Ba4 b5 Bb3 Nxb3 axb3 d5 Nc3 dxe4 Ncxe4 Nxe4 Nxe4 Bb6 Qh5 Bb7 Ng5 h6 f3 Qd4 Ne4 Bxe4 fxe4 Qf2+ Kd1 Rad8 Qxe5 Rfe8 Qf5 Qxg2 Rf1 f6 Bd2 Re5 Qf3 Qh2 Rh1 Qf2 Qxf2 Bxf2 Ke2 Bg3 Rxa7 Rh5 Rxc7 Bxc7 Bc3 Bg3 Be1 Bxe1 Kxe1 Ra8 Kd2 Ra2 Kc3,C65,Ruy Lopez: Berlin Defense #2,6
QQ3iIM2V,True,1503460000000.0,1503460000000.0,69,outoftime,white,8+0,javier_temperley,1855,isachess,1858,Nh3 d5 g3 Nf6 Bg2 c5 f4 e6 Nf2 Nc6 d3 d4 e4 e5 O-O exf4 Bxf4 Be7 Nd2 Be6 a3 Qd7 e5 Nd5 Nfe4 h6 Nb3 b6 Qd2 g5 Bxg5 hxg5 Nxg5 Ne3 Nxe6 Qxe6 Rf2 Nxg2 Kxg2 Qxe5 Re1 Qd5+ Kg1 O-O-O Qf4 Rdf8 Qg4+ Kc7 Nd2 Rhg8 Qf4+ Bd6 Qf6 Rg6 Qh4 Re6 Ne4 Be7 Qh7 Kd8 Ref1 Ne5 Qh5 Qd7 Rf5 Bd6 Nf6 Qe7 Nd5,E00,Amar Opening,1
3eLsB99C,True,1503420000000.0,1503430000000.0,100,outoftime,black,15+0,demetrio50,1840,isachess,1837,e4 c5 c3 d6 Bc4 Nf6 d3 a6 a4 e6 Bg5 Be7 Bxf6 Bxf6 f4 Nc6 Nf3 Bd7 Nbd2 Qe7 O-O O-O g3 g6 e5 dxe5 fxe5 Nxe5 Nxe5 Bxe5 Qf3 Bc6 Qe3 Bg7 Nb3 b6 Nd2 Qd7 Nf3 Bxa4 Ne5 Bxe5 Qxe5 Bb5 b3 Bxc4 dxc4 Qc6 Qf6 a5 h4 h5 Qg5 Qe4 Rae1 Qd3 Rc1 Rad8 Kg2 Qd2+ Rf2 Qxg5 hxg5 Rd3 Rf3 Rfd8 Rcf1 Rxf3 Rxf3 Rd2+ Kh3 Rb2 g4 hxg4+ Kxg4 Rxb3 Kf4 Kf8 Ke5 Ke7 Rd3 Rb2 Rg3 Re2+ Kf4 Rf2+ Ke3 Rf5 Kd3 f6 gxf6+ Kxf6 Kc2 g5 Kb3 Rf4 Ka4 Rxc4+ Kb5 Rf4,B22,Sicilian Defense: Alapin Variation,3
aF6DiZZe,True,1503200000000.0,1503200000000.0,40,outoftime,black,10+0,azcatdave,1854,isachess,1849,d4 Nf6 f3 c5 d5 d6 c3 e6 e4 Be7 c4 Nbd7 Nc3 Nf8 Be3 Ng6 g3 O-O Bg2 a6 Qc1 Bd7 Nge2 Ne5 b3 Nd3+ Kd2 Nxc1 Raxc1 exd5 exd5 Re8 h3 Bf8 h4 h5 Bg5 g6 Ne4 Nxe4+,A45,Paleface Attack,3
0dm3RaQv,True,1503120000000.0,1503120000000.0,105,outoftime,white,10+0,fikr,1895,isachess,1859,e4 c5 Nf3 d6 Bc4 Nf6 d3 a6 a3 g6 b4 Bg7 Bb2 O-O Nc3 cxb4 axb4 Bg4 h3 Bd7 O-O b5 Bb3 Nc6 Nd5 Nxd5 Bxg7 Kxg7 Bxd5 e6 Bb3 Nxb4 Qd2 Nc6 Qc3+ Qf6 Qxf6+ Kxf6 Ra3 Ne7 Rfa1 Bc8 Nd4 Bb7 c4 d5 cxb5 axb5 Rxa8 Rxa8 Rxa8 Bxa8 exd5 Nxd5 Nxb5 Nf4 f3 Nxd3 Bc2 Nc5 Nd6 Bd5 Kf2 h5 Ke3 Ke7 Nc8+ Kd7 Nb6+ Kc6 Nc8 Kd7 Nb6+ Kc6 Na4 Nxa4 Bxa4+ Kd6 Be8 Ke7 Bb5 h4 Kf4 Kf6 g3 hxg3 Kxg3 Kg5 f4+ Kf5 Be8 f6 h4 Bc4 Bc6 e5 fxe5 Kxe5 Be8 Bd3 Ba4 f5 Bb3 f4+ Kf2,B50,Sicilian Defense,4
fPPfEuu5,False,1503090000000.0,1503090000000.0,144,outoftime,draw,10+0,isachess,1866,teguhmaster,1843,e4 c5 Nf3 d6 g3 Nf6 d3 Nc6 Bg2 g6 O-O Bg7 Nc3 O-O Bf4 h6 e5 Nh5 exd6 Nxf4 dxe7 Qxe7 gxf4 Bg4 Qd2 Rad8 Rae1 Qd7 b3 Bh3 Ne5 Nxe5 fxe5 Bxg2 e6 fxe6 Kxg2 Rf5 Ne4 Qc6 f3 Rh5 Qe3 Bc3 Nxc3 Rg5+ Kf2 Qd6 Qxe6+ Qxe6 Rxe6 Kf7 Rfe1 Rd7 Ne4 Rgd5 Ng3 b6 Re8 h5 h4 Rd4 R8e4 R4d5 Ne2 Rf5 Rf4 Rxf4 Nxf4 Rd4 Re4 Rd6 Ke3 a6 c4 b5 cxb5 axb5 d4 c4 bxc4 bxc4 Ne2 Ra6 Nc3 Ra3 Kd2 Kf6 d5 Kf5 d6 Ra8 Rxc4 Ke6 Rc6 Rd8 d7+ Kxd7 Rxg6 Ke7+ Kc2 Rf8 Rg3 Ke6 Rg5 Rxf3 Rxh5 Rh3 Kb3 Kf6 a4 Kg6 Rb5 Rxh4 Rb4 Rh3 a5 Kf6 Ra4 Ke6 a6 Rh8 a7 Ra8 Kb4 Kd6 Kb5 Kc7 Ka6 Kc6 Rb4 Rd8 Rb8 Rd6 Nb5 Rh6 Rb6+ Kc5 Rxh6 Kb4 a8=Q Kc5 Qc8+ Kd5,B50,Sicilian Defense,4
ijtzfFex,False,1503010000000.0,1503010000000.0,87,outoftime,white,10+0,eideral,1580,krishubhi,1555,c4 d5 cxd5 Qxd5 Nc3 Qd8 g3 c6 Bg2 e5 d3 Nf6 Nf3 Bb4 Nxe5 Bxc3+ bxc3 O-O Nf3 Bg4 O-O h5 Ne5 Bf5 Bf4 Nbd7 Qb3 Nc5 Qb4 Ne6 Qxb7 Nxf4 gxf4 Rb8 Qxc6 Rc8 Qa4 Rxc3 Rac1 Rxc1 Rxc1 Bd7 Nxd7 Nxd7 Qxa7 Qe7 Rc7 Rd8 Bh3 Qxe2 Rxd7 Qe1+ Bf1 Re8 Rxf7 Qa1 d4 Qxa2 Rxg7+ Kf8 Qxa2 Kxg7 Qd5 Kf8 Qf5+ Ke7 Qe5+ Kd8 Qb8+ Ke7 Qb4+ Kf6 d5 Rg8+ Kh1 h4 d6 Rd8 Qd4+ Ke6 Bh3+ Kf7 Qa7+ Kf6 Qe7+ Kg6 f5+,A10,English Opening: Anglo-Scandinavian Defense,2
AUzK1bj8,True,1490290000000.0,1490290000000.0,177,outoftime,white,10+3,au118,1535,eideral,1609,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Ba4 h6 Qf3 hxg5 Bxc6+ Nxc6 Qxc6+ Bd7 Qb7 Be7 Nc3 O-O d3 Qc8 Qf3 Bg4 Qg3 Bb4 O-O Bxc3 bxc3 Be2 Re1 Qxc3 Bxg5 Nh5 Qe3 Nf4 Bxf4 exf4 Qxe2 Rfe8 Qf1 Re6 Rec1 f3 g3 Re2 Re1 Rae8 Rxe2 Rxe2 Qh3 Qxc2 Rf1 Qxd3 Qc8+ Kh7 Qh3+ Kg6 Qg4+ Kf6 Qf4+ Qf5 Qd4+ Kg6 Qxa7 Qh3 Qa6+ f6 Qd3+ Kh6 Qxf3 Rxa2 Qe3+ g5 Qb6 Qf5 Qd8 Kg7 Qc7+ Kg6 Qc1 Rc2 Qd1 Ra2 Qb3 Rb2 Qc3 Qc2 Qxc2+ Rxc2 h3 f5 Kg2 g4 h4 Kh5 Rd1 Rc5 Rd7 Kg6 Rd6+ Kh5 Rf6 Re5 Rf7 Kg6 Rc7 Ra5 Rc6+ Kh5 Rc8 Kg6 Rg8+ Kh7 Rg5 Kh6 Rg8 Re5 Rh8+ Kg6 h5+ Kg7 Rc8 f4 Rc7+ Kh6 gxf4 Rxh5 Rc6+ Kg7 Rc7+ Kf6 Kg3 Rf5 Rc6+ Ke7 Kxg4 Rd5 Rc7+ Kd6 Rf7 Ke6 Rg7 Kf6 Rc7 Ra5 Rc6+ Kf7 f5 Re5 Kg5 Rd5 f4 Ra5 Rc7+ Kf8 Kg6 Ra6+ f6 Ra8 Rf7+ Kg8 Rg7+ Kf8 f7 Ke7 f5 Rf8 f6+ Ke6 Rh7,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
eRHQGmr2,True,1502630000000.0,1502630000000.0,72,outoftime,black,10+0,nadanadora,1611,xtreh,1945,d4 d5 Nf3 e6 c4 Nf6 Nc3 Bb4 e3 c5 dxc5 O-O cxd5 exd5 Be2 Nc6 a3 Bxc3+ bxc3 Qe7 O-O Re8 c4 dxc4 Bxc4 Qxc5 Qb3 Be6 Bxe6 Rxe6 Bb2 Ne4 Rad1 Na5 Qb4 Qxb4 axb4 Nc4 Ba1 Rd6 Nd4 Rdd8 Rfe1 Ned6 Rc1 Rac8 Red1 f6 Ne6 Re8 Nd4 b6 Kf1 Na3 Bc3 Kf7 Be1 Rxc1 Rxc1 Nab5 Nxb5 Nxb5 Ke2 f5 f3 g5 h4 h6 Rc4 Re7 g3 Rc7,E20,Nimzo-Indian Defense: Ragozin Variation,8
FgNBqN3z,True,1503980000000.0,1503980000000.0,38,outoftime,black,10+10,ahmadsan,1560,kyanh,1580,e4 Nf6 Nc3 d5 e5 Nfd7 Nf3 e6 d4 c5 Be3 Nc6 Bd3 Qb6 Nh4 cxd4 Nxd5 exd5 e6 Nf6 exf7+ Kxf7 Bf4 Bb4+ Kf1 Re8 Qf3 Kg8 Bg5 Ne5 Qg3 Nh5 Bxh7+ Kh8 Qb3 Bg4 Bg6 Nxg6,B02,Alekhine Defense: Scandinavian Variation,4
ploTbJ6s,True,1503240000000.0,1503240000000.0,70,outoftime,black,5+5,petrinja1,1727,kyanh,1574,e4 d5 exd5 Nf6 Nc3 Bf5 Bc4 c6 dxc6 Nxc6 d3 a6 a3 e6 h3 Bc5 Nf3 O-O Be3 Bxe3 fxe3 Qb6 Qc1 Rfe8 Bb3 Rad8 Na4 Qa5+ Qd2 Qc7 O-O-O b5 Nc3 b4 axb4 Nxb4 Na2 Nxa2+ Bxa2 Rb8 g4 Bg6 Nd4 e5 Nb3 Red8 e4 Nxe4 Qe3 Nf6 Rdf1 Rxd3 Qe2 Rbd8 Na1 Re3 Qxa6 Bd3 Qa4 Bxf1 Rxf1 h6 h4 Ne4 b4 Kh7 h5 Qc3 Nb3 Re2,B01,Scandinavian Defense: Modern Variation #2,4
FhfFRSoX,True,1502270000000.0,1502280000000.0,148,outoftime,draw,10+0,kyanh,1529,fivetimes,1763,d4 d5 Bf4 g6 e3 Bg7 Nf3 Be6 c3 Nd7 Qb3 Rb8 Ng5 Bf5 Qxd5 e6 Qb3 h6 Nf3 Ngf6 Nbd2 Bg4 Be2 O-O h3 Bxf3 Nxf3 Nd5 O-O Nxf4 exf4 Qf6 g3 c5 Ne5 Nxe5 fxe5 Qf5 Kh2 cxd4 cxd4 Qe4 Qe3 Qd5 Bf3 Qb5 Rab1 Rfc8 Be4 Rd8 h4 Qc4 Rfd1 Qxa2 h5 g5 f4 g4 f5 Rf8 f6 Rbc8 fxg7 Kxg7 Qf4 f5 exf6+ Rxf6 Qxg4+ Kf7 Rf1 Rf8 Qg6+ Ke7 Rxf6 Rxf6 Qg7+ Rf7 Qxh6 Qc4 Qg5+ Ke8 Bg6 Qe2+ Kh3 Qf2 Bxf7+ Qxf7 Qb5+ Kd8 Qxb7 Qxb7 g4 Qf3+ Kh4 Qf6+ Kh3 Qf3+ Kh4 Qe4 Rf1 Qxd4 h6 Qh8 g5 Kd7 Kh5 a5 Rf7+ Kd6 h7 a4 Kh6 Qxb2 g6 Qh2+ Kg7 Qe5+ Kg8 a3 h8=Q Qxh8+ Kxh8 a2 Ra7 a1=B+ Rxa1 e5 Re1 Kd5 Rxe5+ Kxe5 g7 Ke4 g8=Q Kd3 Kh7 Ke4 Kg6 Kd4 Qf7 Ke4 Qe6+ Kd4 Kg5 Kc3 Qd6 Kc4,D00,Queen's Pawn Game: Mason Attack,3
QYc8zif6,True,1503080000000.0,1503080000000.0,2,outoftime,black,5+5,fischerdipper,1646,hooponopono,1795,d4 d5,D00,Queen's Pawn Game,2
zkP3Fthl,True,1502560000000.0,1502560000000.0,76,outoftime,black,8+0,slon-al,1830,safin_241,1809,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 e6 Nf3 c6 Be2 h6 O-O Nf6 Re1 Bd6 Ne5 O-O Bf4 Nbd7 Qd2 b5 Nxc6 Qc7 Nxb5 Qxc6 Bxd6 Re8 Bg3 Nd5 Na3 Bb7 c4 N5f6 Bf3 Qc8 Bxb7 Qxb7 Nb5 Rac8 Nd6 Qa8 b3 Nh5 Re3 Nxg3 fxg3 Nf6 Rf1 Ng4 Ref3 Red8 Nxc8 Rxc8 Qf4 Nf6 Re1 a5 a3 Qb7 c5 Qd5 Re5 Qc6 Qd2 Ng4 Re1 Qd7 Rf4 Nf6 Qxa5 Qc6 Qd2 Ra8 a4 Nd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
bTIIkDZL,True,1503760000000.0,1503760000000.0,107,outoftime,white,10+0,ilkerk,1687,saviter,1717,d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 Nc3 O-O Bxf6 Bxf6 cxd5 exd5 e3 Bg4 Bd3 Nc6 Qb3 Bxf3 gxf3 Re8 Qxd5 Nxd4 Bxh7+ Kxh7 Qh5+ Kg8 O-O-O Re5 Qg4 Rg5 Qf4 Rf5 Qe4 Rxf3 Rxd4 Bxd4 Qxf3 Bxc3 bxc3 Qd3 Kb2 Rd8 Rc1 Qd2+ Rc2 Qd6 Qxb7 Qxh2 f4 Rd2 Rxd2 Qxd2+ Kb3 Qd1+ Kc4 Qe2+ Kd4 Qd2+ Kc4 Qxa2+ Kd3 c5 Qc8+ Kh7 Qxc5 Qb1+ Kd2 Qb2+ Kd3 Qb1+ Kd4 Qd1+ Ke4 Qh1+ Kd3 Qa8 Qf5+ Kg8 c4 a5 Kc3 a4 Kb2 Qb8+ Qb5 Qa8 Ka3 Qf3 Qe8+ Kh7 Kxa4 Qd1+ Kb4 Qd2+ Kb5 Qb2+ Kc6 Qf6+ Kc7 Qc3 Qe4+ g6 Qd4 Qa5+ Kd6,D30,Queen's Gambit Declined: Traditional Variation,7
wZf7MIFt,True,1503350000000.0,1503350000000.0,84,outoftime,black,10+0,saviter,1707,episode,1699,e4 e6 d4 b6 Nf3 Bb7 Nc3 Nf6 e5 Nd5 Nxd5 Bxd5 b3 Be7 c4 Bb7 Be2 Na6 O-O O-O a4 d5 Ba3 c5 a5 Nc7 Qd2 Bc6 cxd5 Nxd5 a6 f5 Rfd1 Nc7 Bb2 Nd5 Bc4 Nc7 Bc1 Bxf3 gxf3 h6 Qf4 Nd5 Bxd5 Qxd5 Rd3 Bg5 Qg3 Bxc1 Rxc1 f4 Qg6 Rf5 Rcc3 Rg5+ Qxg5 hxg5 dxc5 Qc6 Rd6 Qb5 cxb6 axb6 Rxe6 Kh7 Rc7 Qxa6 Ree7 Rg8 e6 Qa1+ Kg2 Qf6 Rb7 Kh6 Rxb6 Qxe7 Ra6 Kh5 b4 Qxb4 Rd6 Qxd6,C00,French Defense: Normal Variation,3
mw9H8a1S,True,1503170000000.0,1503170000000.0,75,outoftime,white,10+0,saviter,1709,leps000,1716,e4 Nc6 d4 e5 d5 Nb4 a3 Qh4 Nc3 Na6 Bxa6 bxa6 Nf3 Qg4 O-O Nf6 Nxe5 Qh4 Nf3 Qh5 h3 Bd6 Re1 Be5 Nxe5 Qxe5 Qf3 d6 Bf4 Qe7 e5 O-O exf6 Qxf6 Rab1 Bb7 Ne4 Qd4 Red1 Qc4 Nf6+ gxf6 Qg3+ Kh8 b3 Qxc2 Rdc1 Qe4 f3 Qxd5 Rxc7 Qd4+ Kh2 Rg8 Qh4 Qd3 Qxf6+ Rg7 Rxf7 Rg8 Rxg7 Rxg7 Re1 Bc6 Qf8+ Rg8 Qf6+ Rg7 Bh6 Qg6 Bxg7+ Qxg7 Qd8+ Qg8 Qxd6,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
EqSC4jnk,True,1503170000000.0,1503170000000.0,89,outoftime,white,10+0,saviter,1694,wilden,1825,e4 e5 Nf3 d6 Bc4 h6 O-O Be7 d4 exd4 Nxd4 Nf6 Re1 O-O Nc3 Re8 h3 c6 Nf5 Bxf5 exf5 d5 Bd3 c5 b3 a6 Qf3 b5 a3 Nc6 Qg3 Kh7 Bf4 c4 Bf1 Rg8 b4 Nd4 Ra2 Nxf5 Qf3 Ra7 Be5 d4 Qxf5+ g6 Qf3 dxc3 Qxc3 Nd5 Qf3 Rf8 Rd1 Rd7 c3 f6 Bd4 g5 a4 Nf4 g3 Ng6 Qf5 Qb8 axb5 axb5 Ra5 Rb7 Bg2 Ra7 Bxa7 Qc7 Be4 Rg8 Bd4 Qd6 Rxb5 Rg7 Rb7 Rg8 Bc5 Qa6 Rxe7+ Kh8 Bd4 Nxe7 Bxf6+ Rg7 Bxg7+,C41,Philidor Defense #3,5
qMp7FQYG,True,1503700000000.0,1503700000000.0,103,outoftime,white,10+0,martha,1710,samwmsrachel,1618,e3 e5 d3 d5 c3 Nc6 Nd2 Nf6 h3 Bc5 g3 O-O Bg2 Bf5 Qc2 Qd6 Ne2 Rad8 e4 dxe4 dxe4 Bg6 O-O Nd7 g4 Nb6 b3 a5 a3 Ne7 Ra2 Qd3 Ng3 Qxg3 Nf3 h5 b4 axb4 axb4 Bd6 fxg3 hxg4 hxg4 Nc4 Rf2 b5 Bf1 c5 Bxc4 bxc4 Rd2 cxb4 cxb4 Bxb4 Rxd8 Rxd8 Qxc4 Rd1+ Kg2 Bd6 Be3 Rb1 Bc5 Bxc5 Qxc5 Bxe4 Qxe5 Bd5 Re2 Rb7 Kf2 Kf8 Nh4 Be6 Nf5 Ng6 Qd6+ Kg8 Re1 Rd7 Qb8+ Kh7 Rh1+ Nh4 Rxh4+ Kg6 Qh8 Rd2+ Ke3 Bxf5 Qh5+ Kf6 Qxf5+ Ke7 Kxd2 g6 Qe4+ Kf6 Qf4+ Kg7 Qh6+ Kf6 Qh8+,A00,Van't Kruijs Opening,1
iZxEsXji,True,1501490000000.0,1501490000000.0,66,outoftime,black,8+0,bobbytal,1853,ducksandcats,1853,e4 d5 exd5 Nf6 c4 e6 Nc3 exd5 cxd5 Nxd5 d4 Bf5 Qb3 Nb4 Bc4 Nc2+ Kf1 Qe7 Be3 Nxa1 Qxb7 Qb4 Nb5 Qxc4+ Ne2 Qc6 Nxc7+ Kd8 Qxa8 Qxa8 Nxa8 Be4 Bf4 Na6 d5 Bxd5 Nc3 Bxa8 Ke2 Nc2 Rd1+ Kc8 Nb5 Bc5 Rc1 Nd4+ Nxd4 Kd7 Nf5 g6 Rd1+ Kc6 Ng3 Re8+ Kf1 f5 a3 Kb6 b4 Bf8 Bd6 Bxd6 Rxd6+ Kb7 Rd7+ Nc7,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
UKdc4gix,True,1500660000000.0,1500660000000.0,62,outoftime,black,10+0,graton,1553,kardsalan,1942,e4 c6 d4 d5 exd5 cxd5 Nf3 Nf6 Nc3 Nc6 Be2 Bg4 O-O a6 Re1 e6 Ne5 Bxe2 Rxe2 Nxe5 dxe5 Nd7 Qe1 Qh4 Re3 Rc8 Rf3 Qh5 Bf4 Bb4 Rc1 Rc4 Qe3 O-O Re1 d4 Qd3 Nb6 Re4 dxc3 Rxc4 Nxc4 Qxc4 Rd8 h3 cxb2 Qf1 Bd2 Bxd2 Rxd2 Qb1 Qxe5 Rb3 Qe2 Qf1 Rd1 Rxb2 Rxf1+ Kh2 Rxf2 Rxb7 Rxg2+,B13,Caro-Kann Defense: Exchange Variation,5
vmVeJL73,False,1502760000000.0,1502760000000.0,107,outoftime,white,20+0,mrphaseolusvulgaris,1712,lanas2007,1714,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d5 Nxc6 bxc6 exd5 Bb7 Nc3 Bb4 Qe2+ Ne7 Bg5 O-O Bxe7 Bxe7 O-O-O cxd5 Nxd5 Bxd5 Rxd5 Qxd5 Qxe7 Qxa2 Qxc7 Qa1+ Kd2 Qxb2 Bd3 a5 Qc4 a4 Qe4 g6 h4 a3 h5 Rfe8 Qd5 Rad8 Qc4 a2 Qc3 Qxc3+ Kxc3 gxh5 Kb2 Ra8 Ra1 Reb8+ Kc1 Kg7 Be4 Ra5 f3 f5 Bd3 Kf6 c4 Ke5 Kc2 f4 Bxh7 Rb4 Kc3 Rb1 Bxb1 axb1=Q Rxb1 Ra2 Rb5+ Kd6 Rxh5 Rxg2 Kd4 Rc2 c5+ Kc6 Rh6+ Kc7 Ke5 Rxc5+ Kxf4 Kd7 Rg6 Ke7 Kg4 Kf7 Rg5 Rc4+ f4 Kf6 Rf5+ Kg6 Rd5 Rc1 Rd6+ Kf7 Kf5 Rc5+ Kg4 Ke7 Rg6,C45,Scotch Game,7
FOedRi8Y,True,1493070000000.0,1493070000000.0,33,outoftime,white,20+0,youknowwho_79,1663,eddywilde,1758,e4 d5 exd5 Qxd5 Nf3 Bg4 Be2 Nf6 O-O Nc6 Nc3 Qh5 h3 Bxh3 gxh3 Qxh3 d3 O-O-O Bf4 a6 Qd2 e6 Bg3 Ne7 Qf4 Ned5 Nxd5 Nxd5 Qxf7 Be7 Ne5 Bc5 Qf3,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
sMMTqjS2,True,1497530000000.0,1497530000000.0,204,outoftime,black,7+2,mja1991,1818,s-a,1896,d4 Nf6 c4 g6 g3 d5 Bg2 dxc4 Qa4+ Bd7 Qxc4 Bc6 Nf3 Bg7 O-O O-O Bf4 Nbd7 Nc3 Nb6 Qd3 Nfd5 Nxd5 Nxd5 Be3 Nxe3 Qxe3 Qd7 Ne5 Bxe5 Qxe5 Bxg2 Kxg2 Rad8 e3 e6 Rac1 c6 b4 Qd5+ Qxd5 Rxd5 Rb1 Rfd8 Rfe1 R8d7 a4 a5 h4 axb4 Rxb4 Ra5 Reb1 Ra7 Ra1 b5 a5 Ra6 e4 Rda7 Rc1 Rxa5 Rxc6 Ra4 Rxb5 Rxd4 e5 Ra2 Rb1 Ra5 Re1 Rdd5 f4 Ra2+ Kh3 h5 Rc3 Rdd2 Rh1 Kg7 g4 hxg4+ Kxg4 Rac2 Rg3 Rg2 h5 gxh5+ Rxh5 Rxg3+ Kxg3 Kg6 Rg5+ Kh6 Rg8 Rc1 Rf8 Kg7 Rb8 Kg6 Rb6 Kf5 Rb7 Rc3+ Kg2 Kxf4 Rxf7+ Kxe5 Kf2 Ke4 Re7 e5 Ke2 Rc2+ Kd1 Rg2 Ke1 Rg6 Ke2 Kd5 Ke3 Rg3+ Ke2 e4 Kf2 Rd3 Ke2 Rb3 Rd7+ Ke6 Rd4 Ke5 Rc4 Kd5 Ra4 Rd3 Rb4 Rd4 Rb5+ Kc4 Re5 Kc3 Ke3 Rc4 Rxe4 Rc5 Kf4 Kc2 Re3 Kd2 Rf3 Ke2 Re3+ Kd2 Rf3 Rc4+ Kg3 Ke1 Rf2 Rc3+ Kg2 Rc4 Rf1+ Ke2 Rf2+ Ke3 Rf3+ Ke4 Kg3 Rc6 Rf4+ Ke5 Kg4 Rg6+ Kf3 Rg1 Re4+ Kf5 Rf4+ Kg5 Re4 Kf5 Rf4+ Ke5 Re4+ Kd5 Kf2 Rd1 Re2 Kd4 Kf3 Kd5 Re3 Kd6 Re4 Kd7 Kf4 Kd6 Re5 Rf1+ Ke4 Re1+ Kf4 Rxe5,D70,Neo-Gruenfeld Defense,6
3AYfI6Nb,True,1497510000000.0,1497510000000.0,103,outoftime,white,10+0,s-a,1868,zalim666,1656,d4 e6 e4 c5 d5 exd5 exd5 Nf6 c4 Qe7+ Be2 a6 Nc3 g6 Nf3 d6 O-O Bg7 Re1 O-O Bf4 Nbd7 Rb1 Nh5 Bd3 Qxe1+ Qxe1 Nxf4 Bc2 Ne5 Nxe5 Bxe5 Ne2 Nxe2+ Qxe2 h5 Qd3 Bd7 a4 Rfe8 g3 Bd4 Qd2 b6 b3 a5 Re1 Rxe1+ Qxe1 Re8 Qd2 Bg4 Bd1 Bh3 Bf3 Kg7 Bg2 Bxg2 Kxg2 Re5 h3 f5 Kf1 Re8 Qg5 Bf6 Qd2 g5 Qd3 Kg6 g4 hxg4 hxg4 Re5 gxf5+ Rxf5 Kg2 Be5 f3 Kf6 Qe4 Kg6 Kh3 Kf6 Qd3 Rf4 Qh7 Rxf3+ Kg2 Rxb3 Qd7 Rb4 Qe6+ Kg7 Qe7+ Kh6 Qc7 Kh5 Qc6 Rxc4 Qxb6 Rxa4 Qb8,A43,Franco-Benoni Defense,5
